scenario,label,curvature,confounding,method,rep,seed,test_seed,n,test_n,converters,conversion,success,fit_success,error,warnings,convergence_warning,estimate_json,coefficients_json,log_ratio_rmse,lift_mae,lift_bias,rank_spearman,theta0,theta1,kappa,se0,se1,se_kappa,moment_norm,jac_condition,jac_min_singular,fit_seconds,invalid_train_fraction,poisson_iterations,poisson_gradient_max,invalid_grid_fraction,s_clipped_grid_fraction
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,DML-linear,0,2495653324,4149914585,3000,1000,195,0.065,True,True,,,False,"{""theta"": [-0.2595004852643169, -0.3498789199682542], ""se"": [0.1526338320503366, 0.1526338320503366], ""moment_norm"": 1.8827588955447082e-19, ""jac_condition"": 4.1535015960037756, ""cov"": [[0.023297086686370358, -0.013916045168296944], [-0.013916045168296944, 0.023297086686370358]], ""jac_singular_values"": [0.03681462962916188, 0.008863516427821402]}",,0.38973642516245705,0.4152126661147705,-0.4152126661147705,1.0,-0.2595004852643169,-0.3498789199682542,,0.1526338320503366,0.1526338320503366,,1.8827588955447082e-19,4.1535015960037756,0.008863516427821402,0.25809930000000003,,,,,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,DML-quadratic,0,2495653324,4149914585,3000,1000,195,0.065,True,True,,,False,"{""theta"": [-0.22250038984540454, -0.39447343618909453, 0.5562131817519969], ""se"": [0.1578400984411311, 0.15451665718490684, 0.26373806899237534], ""moment_norm"": 5.5059213518214326e-18, ""jac_condition"": 6.9213008142535175, ""cov"": [[0.024913496675905953, -0.014968402170749373, 0.00781995556125812], [-0.014968402170749373, 0.02387539734759802, -0.0012266778324887479], [0.00781995556125812, -0.0012266778324887479, 0.06955776903582693]], ""jac_singular_values"": [0.0266569125811377, 0.006664647044684821, 0.0038514310093618904]}",,0.18771591562352274,0.2039965829722759,-0.13711263767405046,1.0,-0.22250038984540454,-0.39447343618909453,0.5562131817519969,0.1578400984411311,0.15451665718490684,0.26373806899237534,5.5059213518214326e-18,6.9213008142535175,0.0038514310093618904,0.39189000000000007,,,,,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,Log-mean-linear,0,2495653324,4149914585,3000,1000,195,0.065,True,True,,,False,,"[-2.9880193860173687, 0.6475754712902109, 0.2375196859722604, -0.2962708935234249, -0.4232354583342589]",0.4008473500856758,0.399674881537034,-0.399674881537034,1.0,-0.2962708935234249,-0.4232354583342589,,,,,,,,0.001806999999999892,0.0,14.0,3.920240071453307e-10,0.0,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,Log-mean-quadratic,0,2495653324,4149914585,3000,1000,195,0.065,True,True,,,False,,"[-3.124641434729959, 0.6506893851035802, 0.23364461186648638, -0.2669961924584025, -0.38538625989729036, 0.4049685187293795]",0.22556169480197982,0.22939007783558768,-0.21690027573221998,1.0,-0.2669961924584025,-0.38538625989729036,0.4049685187293795,,,,,,,0.0020743999999996987,0.0,18.0,2.2276545049715325e-09,0.0,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,S-learner,0,2495653324,4149914585,3000,1000,195,0.065,True,True,,,False,,,0.43362199531709417,0.6483062729826188,0.3928897459140521,0.5186491701545545,,,,,,,,,,0.04439830000000011,,,,0.0,0.0
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,DML-linear,1,1418295205,3145108396,3000,1000,207,0.069,True,True,,,False,"{""theta"": [-0.43025395185510446, -0.1177429967187914], ""se"": [0.13688917541589427, 0.1368891754158943], ""moment_norm"": 1.699868704156548e-18, ""jac_condition"": 3.7575450996419892, ""cov"": [[0.018738646346043473, -0.010919924400666931], [-0.010919924400666931, 0.01873864634604348]], ""jac_singular_values"": [0.04248088566900721, 0.011305489233663408]}",,0.38009581465146197,0.41413016321618235,-0.41413016321618235,1.0,-0.43025395185510446,-0.1177429967187914,,0.13688917541589427,0.1368891754158943,,1.699868704156548e-18,3.7575450996419892,0.011305489233663408,0.2702642000000002,,,,,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,DML-quadratic,1,1418295205,3145108396,3000,1000,207,0.069,True,True,,,False,"{""theta"": [-0.3947545562149306, -0.10930848532608971, 0.9213876134227251], ""se"": [0.14273217191993487, 0.14140193066993378, 0.23780813766682612], ""moment_norm"": 4.525114594982753e-17, ""jac_condition"": 6.0445067645469095, ""cov"": [[0.02037247290098184, -0.011701202560321911, 0.006579815018015695], [-0.011701202560321911, 0.01999450599718476, 0.002273039446742838], [0.006579815018015695, 0.002273039446742838, 0.056552710340564125]], ""jac_singular_values"": [0.023737178806953668, 0.0066897383132710425, 0.003927066298639999]}",,0.08515888060038625,0.10366883794492106,0.08363777180933463,1.0,-0.3947545562149306,-0.10930848532608971,0.9213876134227251,0.14273217191993487,0.14140193066993378,0.23780813766682612,4.525114594982753e-17,6.0445067645469095,0.003927066298639999,0.4118484000000002,,,,,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,Log-mean-linear,1,1418295205,3145108396,3000,1000,207,0.069,True,True,,,False,,"[-2.9427734463454414, 0.5443939609656824, 0.4636033935746254, -0.592309942942425, -0.1859335070269982]",0.40347319020834566,0.3751433271258328,-0.3751433271258328,1.0,-0.592309942942425,-0.1859335070269982,,,,,,,,0.001721400000000095,0.0,13.0,2.655539399321061e-09,0.0,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,Log-mean-quadratic,1,1418295205,3145108396,3000,1000,207,0.069,True,True,,,False,,"[-3.279076447691095, 0.5457036273846928, 0.4589055410038085, -0.47502360698652724, -0.14176462330367648, 0.9347618652344654]",0.10714075360197724,0.15618082743000009,0.12031962322904047,1.0,-0.47502360698652724,-0.14176462330367648,0.9347618652344654,,,,,,,0.0018405000000001337,0.0,14.0,7.504175638976355e-09,0.0,
curved_randomized,"Curvo, dose aleatorizada uniforme",0.8,0.0,S-learner,1,1418295205,3145108396,3000,1000,207,0.069,True,True,,,False,,,0.37402682603206217,0.4324791264062608,0.05783965730094687,-0.7177805249088657,,,,,,,,,,0.04819809999999958,,,,0.0,0.0
curved_standard,"Curvo, alocação padrão",0.8,1.0,DML-linear,0,2495653324,4149914585,3000,1000,166,0.05533333333333333,True,True,,,False,"{""theta"": [-0.19987925588811162, -0.06059373596962229], ""se"": [0.17128617371017418, 0.17128617371017416], ""moment_norm"": 1.1645954942728826e-18, ""jac_condition"": 4.119996299287254, ""cov"": [[0.029338953304271963, -0.018295438250881563], [-0.018295438250881563, 0.02933895330427196]], ""jac_singular_values"": [0.02742008718042742, 0.006655366944181723]}",,0.39431320331000225,0.44395590256437184,-0.44395590256437184,1.0,-0.19987925588811162,-0.06059373596962229,,0.17128617371017418,0.17128617371017416,,1.1645954942728826e-18,4.119996299287254,0.006655366944181723,0.26629790000000053,,,,,
curved_standard,"Curvo, alocação padrão",0.8,1.0,DML-quadratic,0,2495653324,4149914585,3000,1000,166,0.05533333333333333,True,True,,,False,"{""theta"": [-0.1770157664287965, -0.15443659065317697, 0.2847079160173731], ""se"": [0.17373462921319535, 0.1884653568178929, 0.2717898195058248], ""moment_norm"": 7.873042171892094e-19, ""jac_condition"": 7.617930444879763, ""cov"": [[0.03018372138784647, -0.02014195370825178, 0.0067064089470513545], [-0.02014195370825178, 0.03551919072049568, -0.02125948046426577], [0.0067064089470513545, -0.02125948046426577, 0.07386970598700883]], ""jac_singular_values"": [0.02444097643630407, 0.006681203286238021, 0.003208348594562395]}",,0.26526192123614434,0.31786442894208583,-0.31676643078101346,1.0,-0.1770157664287965,-0.15443659065317697,0.2847079160173731,0.17373462921319535,0.1884653568178929,0.2717898195058248,7.873042171892094e-19,7.617930444879763,0.003208348594562395,0.3878560000000002,,,,,
curved_standard,"Curvo, alocação padrão",0.8,1.0,Log-mean-linear,0,2495653324,4149914585,3000,1000,166,0.05533333333333333,True,True,,,False,,"[-3.0381867437832426, 0.6417351251734598, 0.215297219002222, -0.2681289733950152, -0.04704565324037354]",0.38853898913303453,0.43783355908499055,-0.43783355908499055,1.0,-0.2681289733950152,-0.04704565324037354,,,,,,,,0.0016223000000001875,0.0,11.0,2.80470401089102e-10,0.0,
curved_standard,"Curvo, alocação padrão",0.8,1.0,Log-mean-quadratic,0,2495653324,4149914585,3000,1000,166,0.05533333333333333,True,True,,,False,,"[-3.158939969015353, 0.6367531279446982, 0.21410288920965892, -0.24864174554434954, -0.130534134982864, 0.3787557452060932]",0.21085657227988164,0.26534864063727054,-0.26514356607831646,1.0,-0.24864174554434954,-0.130534134982864,0.3787557452060932,,,,,,,0.0017543999999993787,0.0,13.0,1.2326480788156976e-08,0.0,
curved_standard,"Curvo, alocação padrão",0.8,1.0,S-learner,0,2495653324,4149914585,3000,1000,166,0.05533333333333333,True,True,,,False,,,0.63183657538575,0.5895158517953237,-0.5403322671984392,-0.8282042397008463,,,,,,,,,,0.04469850000000086,,,,0.0,0.0
curved_standard,"Curvo, alocação padrão",0.8,1.0,DML-linear,1,1418295205,3145108396,3000,1000,192,0.064,True,True,,,False,"{""theta"": [-0.5599791472741543, -0.018168952095816503], ""se"": [0.158898095797199, 0.158898095797199], ""moment_norm"": 7.57440298712746e-19, ""jac_condition"": 4.380071730489244, ""cov"": [[0.025248604847975826, -0.01657075252873982], [-0.01657075252873982, 0.025248604847975826]], ""jac_singular_values"": [0.036937702378194666, 0.00843312727530807]}",,0.41194403109018674,0.39959597602245434,-0.3909271024531062,1.0,-0.5599791472741543,-0.018168952095816503,,0.158898095797199,0.158898095797199,,7.57440298712746e-19,4.380071730489244,0.00843312727530807,0.26897780000000004,,,,,
curved_standard,"Curvo, alocação padrão",0.8,1.0,DML-quadratic,1,1418295205,3145108396,3000,1000,192,0.064,True,True,,,False,"{""theta"": [-0.5691788620677475, -0.3114114064600297, 1.0075147360856656], ""se"": [0.16643464890999435, 0.182080916595851, 0.2757694000098284], ""moment_norm"": 1.5296822037975776e-18, ""jac_condition"": 7.843167965996123, ""cov"": [[0.02770049235779308, -0.018533195154591238, 0.004604275121850831], [-0.018533195154591238, 0.03315346018838524, -0.02048215955891515], [0.004604275121850831, -0.02048215955891515, 0.07604876198178075]], ""jac_singular_values"": [0.022177019486092082, 0.0055066989337218195, 0.0028275589127046683]}",,0.18391469186733836,0.2987553032201658,0.2407465033085196,1.0,-0.5691788620677475,-0.3114114064600297,1.0075147360856656,0.16643464890999435,0.182080916595851,0.2757694000098284,1.5296822037975776e-18,7.843167965996123,0.0028275589127046683,0.41065799999999975,,,,,
curved_standard,"Curvo, alocação padrão",0.8,1.0,Log-mean-linear,1,1418295205,3145108396,3000,1000,192,0.064,True,True,,,False,,"[-2.9632747763820206, 0.6733298077972875, 0.5126414262658259, -0.6586390372268526, 0.011384838724607427]",0.4410328061157874,0.3909818667625159,-0.3662021805519491,-1.0,-0.6586390372268526,0.011384838724607427,,,,,,,,0.0027052000000002963,0.0,13.0,1.3684278806399183e-10,0.0,
curved_standard,"Curvo, alocação padrão",0.8,1.0,Log-mean-quadratic,1,1418295205,3145108396,3000,1000,192,0.064,True,True,,,False,,"[-3.2241663418902244, 0.6391683698693027, 0.5087319153537887, -0.5514382835221712, -0.1534285033960105, 0.7965793966369877]",0.1303686703863266,0.18837694310034805,0.050743585411946,1.0,-0.5514382835221712,-0.1534285033960105,0.7965793966369877,,,,,,,0.0019213000000002367,0.0,15.0,4.590490262468272e-09,0.0,
curved_standard,"Curvo, alocação padrão",0.8,1.0,S-learner,1,1418295205,3145108396,3000,1000,192,0.064,True,True,,,False,,,0.43495267253327,0.5575110353872121,0.05824282660737262,0.27399920537840994,,,,,,,,,,0.06515950000000004,,,,0.0,0.0
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,DML-linear,0,2495653324,4149914585,3000,1000,159,0.053,True,True,,,False,"{""theta"": [0.04993968647388507, 0.6197549726880964], ""se"": [0.36675194838157305, 0.36675194838157305], ""moment_norm"": 2.404426585835468e-19, ""jac_condition"": 1.9819881300231825, ""cov"": [[0.13450699164168, -0.04624994411579496], [-0.04624994411579496, 0.13450699164168003]], ""jac_singular_values"": [0.003198598501605348, 0.0016138333288443737]}",,0.6805339065421667,0.6355054984396706,-0.3742542875760053,-1.0,0.04993968647388507,0.6197549726880964,,0.36675194838157305,0.36675194838157305,,2.404426585835468e-19,1.9819881300231825,0.0016138333288443737,0.26850170000000073,,,,,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,DML-quadratic,0,2495653324,4149914585,3000,1000,159,0.053,True,True,,,False,"{""theta"": [0.0845705359264791, 1.9164529290738763, -1.3955725845694709], ""se"": [0.3773706051480054, 1.0889610279704967, 1.0073629769939039], ""moment_norm"": 6.183581072715257e-17, ""jac_condition"": 23.10204211998597, ""cov"": [[0.1424085736297718, 0.009119023229167831, -0.05984965185608915], [0.009119023229167831, 1.1858361204385608, -1.0383504194192659], [-0.05984965185608915, -1.0383504194192659, 1.0147801674180206]], ""jac_singular_values"": [0.0055814871278633705, 0.0021482948092638255, 0.00024160146098230558]}",,1.7003593601248028,0.9916221777419651,-0.43300141999997127,-1.0,0.0845705359264791,1.9164529290738763,-1.3955725845694709,0.3773706051480054,1.0889610279704967,1.0073629769939039,6.183581072715257e-17,23.10204211998597,0.00024160146098230558,0.391483,,,,,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,Log-mean-linear,0,2495653324,4149914585,3000,1000,159,0.053,True,True,,,False,,"[-3.387211006261519, 0.3856286569762412, 0.24893337065114252, 0.0686975169361298, 0.48895514889824393]",0.6256232952163616,0.6029913373936789,-0.4036623909760413,-1.0,0.0686975169361298,0.48895514889824393,,,,,,,,0.002326199999999723,0.0,18.0,4.672711859998735e-09,0.0,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,Log-mean-quadratic,0,2495653324,4149914585,3000,1000,159,0.053,True,True,,,False,,"[-3.3914324311907666, 0.3790363887631548, 0.24853507261940708, 0.07747736433470286, 0.5889477417585796, -0.11178314453747043]",0.7027077700462225,0.6420144578008723,-0.42896655135349215,-1.0,0.07747736433470286,0.5889477417585796,-0.11178314453747043,,,,,,,0.002564600000000361,0.0,23.0,4.9775254457410746e-09,0.0,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,S-learner,0,2495653324,4149914585,3000,1000,159,0.053,True,True,,,False,,,0.8228698286178244,0.6706497940619246,-0.6432495944118909,0.3095872966503461,,,,,,,,,,0.04475480000000065,,,,0.0,0.0
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,DML-linear,1,1418295205,3145108396,3000,1000,182,0.06066666666666667,True,True,,,False,"{""theta"": [-0.600110150106486, 0.39488071300683325], ""se"": [0.31298843773439594, 0.31298843773439594], ""moment_norm"": 1.0566885316007654e-18, ""jac_condition"": 3.6732982838416444, ""cov"": [[0.09796176215541785, -0.06507280916810454], [-0.06507280916810454, 0.09796176215541785]], ""jac_singular_values"": [0.009435283330021294, 0.0025686134370099655]}",,0.5515186851485236,0.5027667610139887,-0.34830590827395624,-1.0,-0.600110150106486,0.39488071300683325,,0.31298843773439594,0.31298843773439594,,1.0566885316007654e-18,3.6732982838416444,0.0025686134370099655,0.2720089999999997,,,,,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,DML-quadratic,1,1418295205,3145108396,3000,1000,182,0.06066666666666667,True,True,,,False,"{""theta"": [-0.6342190147345653, -0.02736904089825541, 0.5933414155070682], ""se"": [0.3063557775450176, 0.45310814944407785, 0.41603278073641203], ""moment_norm"": 1.128084983710754e-14, ""jac_condition"": 13.543293070674162, ""cov"": [[0.0938538624352123, -0.07469145092492002, 0.019920740896159222], [-0.07469145092492002, 0.2053069950926368, -0.1361922898123332], [0.019920740896159222, -0.1361922898123332, 0.1730832746472715]], ""jac_singular_values"": [0.010806238718581086, 0.002571182873851757, 0.0007979033357832498]}",,0.2301661169871096,0.23366414549131245,-0.05964621876026405,1.0,-0.6342190147345653,-0.02736904089825541,0.5933414155070682,0.3063557775450176,0.45310814944407785,0.41603278073641203,1.128084983710754e-14,13.543293070674162,0.0007979033357832498,0.41227569999999947,,,,,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,Log-mean-linear,1,1418295205,3145108396,3000,1000,182,0.06066666666666667,True,True,,,False,,"[-3.3057281073973677, 0.8203676726222144, 0.5001330683108073, -0.7048690143438132, 0.5717694254882852]",0.6517826342917717,0.6230467661942318,-0.2798982862821284,-1.0,-0.7048690143438132,0.5717694254882852,,,,,,,,0.0020309000000002797,0.0,16.0,1.0560194690922842e-09,0.0,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,Log-mean-quadratic,1,1418295205,3145108396,3000,1000,182,0.06066666666666667,True,True,,,False,,"[-3.321562636285731, 0.7619417739559254, 0.4948662677980798, -0.6279094911593157, 0.04192660791295491, 0.6506811391773288]",0.24166813257356845,0.2611053213772292,-0.025902663866493838,-1.0,-0.6279094911593157,0.04192660791295491,0.6506811391773288,,,,,,,0.0022162000000003346,0.0,18.0,2.1369427429622037e-09,0.0,
curved_weak_overlap,"Curvo, pouco overlap",0.8,4.0,S-learner,1,1418295205,3145108396,3000,1000,182,0.06066666666666667,True,True,,,False,,,0.5297167755284398,0.5465008622229259,-0.4803918419124003,0.4927030598202818,,,,,,,,,,0.04451910000000048,,,,0.0,0.0
